scheme,code,label,level,parent_code
COICOP2018,01,Food and non-alcoholic beverages,0,
COICOP2018,01.1,Food,1,01
COICOP2018,01.1.1,Cereals and cereal products (ND),2,01.1
COICOP2018,01.1.1.1,Cereals (ND),3,01.1.1
COICOP2018,01.1.1.2,Flour of cereals (ND),3,01.1.1
COICOP2018,01.1.1.3,Bread and bakery products (ND),3,01.1.1
COICOP2018,01.1.1.4,Breakfast cereals (ND),3,01.1.1
COICOP2018,01.1.1.5,"Macaroni, noodles, couscous and similar pasta products (ND)",3,01.1.1
COICOP2018,01.1.1.9,Other milled cereal and grain products (ND),3,01.1.1
COICOP2018,01.1.2,"Live animals, and meat and other parts of slaughtered land animals (ND)",2,01.1
COICOP2018,01.1.2.1,Live land animals (ND),3,01.1.2
COICOP2018,01.1.2.2,"Meat, fresh, chilled or frozen (ND)",3,01.1.2
COICOP2018,01.1.2.3,"Meat, dried, salted, in brine or smoked (ND)",3,01.1.2
COICOP2018,01.1.2.4,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",3,01.1.2
COICOP2018,01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals (ND)",3,01.1.2
COICOP2018,01.1.3,Fish and other seafood (ND),2,01.1
COICOP2018,01.1.3.1,"Fish, live, fresh, chilled or frozen (ND)",3,01.1.3
COICOP2018,01.1.3.2,"Fish, dried, salted, in brine or smoked (ND)",3,01.1.3
COICOP2018,01.1.3.3,Fish preparations (ND),3,01.1.3
COICOP2018,01.1.3.4,"Other seafood, live, fresh, chilled or frozen (ND)",3,01.1.3
COICOP2018,01.1.3.5,"Other seafood, dried, salted, in brine or smoked (ND)",3,01.1.3
COICOP2018,01.1.3.6,Other seafood preparations (ND),3,01.1.3
COICOP2018,01.1.3.7,"Livers, roes and other offal of fish and of other seafood in all forms (ND)",3,01.1.3
COICOP2018,01.1.4,"Milk, other dairy products and eggs (ND)",2,01.1
COICOP2018,01.1.4.1,Raw and whole milk (ND),3,01.1.4
COICOP2018,01.1.4.2,Skimmed milk (ND),3,01.1.4
COICOP2018,01.1.4.3,Other milk and cream (ND),3,01.1.4
COICOP2018,01.1.4.4,Non-animal milk (ND),3,01.1.4
COICOP2018,01.1.4.5,Cheese (ND),3,01.1.4
COICOP2018,01.1.4.6,Yoghurt and similar products (ND),3,01.1.4
COICOP2018,01.1.4.7,Milk-based dessert and beverages (ND),3,01.1.4
COICOP2018,01.1.4.8,Eggs (ND),3,01.1.4
COICOP2018,01.1.4.9,Other dairy products (ND),3,01.1.4
COICOP2018,01.1.5,Oils and fats (ND),2,01.1
COICOP2018,01.1.5.1,Vegetable oils (ND),3,01.1.5
COICOP2018,01.1.5.2,Butter and other oils and fats derived from milk (ND),3,01.1.5
COICOP2018,01.1.5.3,Margarine and similar preparations (ND),3,01.1.5
COICOP2018,01.1.5.9,Other animal oils and fats (ND),3,01.1.5
COICOP2018,01.1.6,Fruits and nuts (ND),2,01.1
COICOP2018,01.1.6.1,"Dates, figs and tropical fruits, fresh (ND)",3,01.1.6
COICOP2018,01.1.6.2,"Citrus fruits, fresh (ND)",3,01.1.6
COICOP2018,01.1.6.3,"Stone fruits and pome fruits, fresh (ND)",3,01.1.6
COICOP2018,01.1.6.4,"Berries, fresh (ND)",3,01.1.6
COICOP2018,01.1.6.5,"Other fruits, fresh (ND)",3,01.1.6
COICOP2018,01.1.6.6,"Fruits, frozen (ND)",3,01.1.6
COICOP2018,01.1.6.7,"Fruits, dried and dehydrated (ND)",3,01.1.6
COICOP2018,01.1.6.8,"Nuts, in shell or shelled (ND)",3,01.1.6
COICOP2018,01.1.6.9,"Fruits and nuts, ground, and in other preparations (ND)",3,01.1.6
COICOP2018,01.1.7,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2,01.1
COICOP2018,01.1.7.1,"Leafy or stem vegetables, fresh or chilled (ND)",3,01.1.7
COICOP2018,01.1.7.2,"Fruit-bearing vegetables, fresh or chilled (ND)",3,01.1.7
COICOP2018,01.1.7.3,"Green leguminous vegetables, fresh or chilled (ND)",3,01.1.7
COICOP2018,01.1.7.4,"Other vegetables, fresh or chilled (ND)",3,01.1.7
COICOP2018,01.1.7.5,"Tubers, plantains and cooking bananas, fresh or chilled (ND)",3,01.1.7
COICOP2018,01.1.7.6,Pulses (ND),3,01.1.7
COICOP2018,01.1.7.7,"Other vegetables, tubers, plantains and cooking bananas, dried and dehydrated (ND)",3,01.1.7
COICOP2018,01.1.7.8,"Vegetables, tubers, plantains and cooking bananas, frozen (ND)",3,01.1.7
COICOP2018,01.1.7.9,"Vegetables, tubers, plantains, cooking bananas and pulses, ground, and in other preparations (ND)",3,01.1.7
COICOP2018,01.1.8,"Sugar, confectionery and desserts (ND)",2,01.1
COICOP2018,01.1.8.1,Cane sugar and beet sugar (ND),3,01.1.8
COICOP2018,01.1.8.2,Other sugars and sugar substitutes (ND),3,01.1.8
COICOP2018,01.1.8.3,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",3,01.1.8
COICOP2018,01.1.8.4,"Nut purées, nut butters and nut pastes (ND)",3,01.1.8
COICOP2018,01.1.8.5,"Chocolate, cocoa and cocoa-based food products (ND)",3,01.1.8
COICOP2018,01.1.8.6,"Ice, ice cream and sorbets (ND)",3,01.1.8
COICOP2018,01.1.8.9,Other sugar confectionery and desserts n.e.c. (ND),3,01.1.8
COICOP2018,01.1.9,Ready-made food and other food products (ND),2,01.1
COICOP2018,01.1.9.1,Ready-made food (ND),3,01.1.9
COICOP2018,01.1.9.2,Baby food (ND),3,01.1.9
COICOP2018,01.1.9.3,"Salt, condiments and sauces (ND)",3,01.1.9
COICOP2018,01.1.9.4,"Spices, culinary herbs and seeds (ND)",3,01.1.9
COICOP2018,01.1.9.9,Other food products n.e.c. (ND),3,01.1.9
COICOP2018,01.2,Non-alcoholic beverages,1,01
COICOP2018,01.2.1,Fruit and vegetable juices (ND),2,01.2
COICOP2018,01.2.1.0,Fruit and vegetable juices (ND),3,01.2.1
COICOP2018,01.2.2,Coffee and coffee substitutes (ND),2,01.2
COICOP2018,01.2.2.0,Coffee and coffee substitutes (ND),3,01.2.2
COICOP2018,01.2.3,"Tea, maté and other plant-derived products for infusion (ND)",2,01.2
COICOP2018,01.2.3.0,"Tea, maté and other plant-derived products for infusion (ND)",3,01.2.3
COICOP2018,01.2.4,Cocoa drinks (ND),2,01.2
COICOP2018,01.2.4.0,Cocoa drinks (ND),3,01.2.4
COICOP2018,01.2.5,Water (ND),2,01.2
COICOP2018,01.2.5.0,Water (ND),3,01.2.5
COICOP2018,01.2.6,Soft drinks (ND),2,01.2
COICOP2018,01.2.6.0,Soft drinks (ND),3,01.2.6
COICOP2018,01.2.9,Other non-alcoholic beverages (ND),2,01.2
COICOP2018,01.2.9.0,Other non-alcoholic beverages (ND),3,01.2.9
COICOP2018,01.3,Services for processing primary goods for food and non-alcoholic beverages,1,01
COICOP2018,01.3.0,Services for processing primary goods for food and non-alcoholic beverages (S),2,01.3
COICOP2018,01.3.0.0,Services for processing primary goods for food and non-alcoholic beverages (S),3,01.3.0
COICOP2018,02,"Alcoholic beverages, tobacco and narcotics",0,
COICOP2018,02.1,Alcoholic beverages,1,02
COICOP2018,02.1.1,Spirits and liquors (ND),2,02.1
COICOP2018,02.1.1.0,Spirits and liquors (ND),3,02.1.1
COICOP2018,02.1.2,Wine (ND),2,02.1
COICOP2018,02.1.2.1,Wine from grapes (ND),3,02.1.2
COICOP2018,02.1.2.2,Wine from other sources (ND),3,02.1.2
COICOP2018,02.1.3,Beer (ND),2,02.1
COICOP2018,02.1.3.0,Beer (ND),3,02.1.3
COICOP2018,02.1.9,Other alcoholic beverages (ND),2,02.1
COICOP2018,02.1.9.0,Other alcoholic beverages (ND),3,02.1.9
COICOP2018,02.2,Alcohol production services,1,02
COICOP2018,02.2.0,Alcohol production services (S),2,02.2
COICOP2018,02.2.0.0,Alcohol production services (S),3,02.2.0
COICOP2018,02.3,Tobacco,1,02
COICOP2018,02.3.0,Tobacco (ND),2,02.3
COICOP2018,02.3.0.1,Cigarettes (ND),3,02.3.0
COICOP2018,02.3.0.2,Cigars (ND),3,02.3.0
COICOP2018,02.3.0.9,Other tobacco products (ND),3,02.3.0
COICOP2018,02.4,Narcotics,1,02
COICOP2018,02.4.0,Narcotics (ND),2,02.4
COICOP2018,02.4.0.0,Narcotics (ND),3,02.4.0
COICOP2018,03,Clothing and footwear,0,
COICOP2018,03.1,Clothing,1,03
COICOP2018,03.1.1,Clothing materials (SD),2,03.1
COICOP2018,03.1.1.0,Clothing materials (SD),3,03.1.1
COICOP2018,03.1.2,Garments (SD),2,03.1
COICOP2018,03.1.2.1,Garments for men or boys (SD),3,03.1.2
COICOP2018,03.1.2.2,Garments for women or girls (SD),3,03.1.2
COICOP2018,03.1.2.3,Garments for infants (under 2 years of age) (SD),3,03.1.2
COICOP2018,03.1.2.4,School uniforms (SD),3,03.1.2
COICOP2018,03.1.3,Other articles of clothing and clothing accessories (SD),2,03.1
COICOP2018,03.1.3.1,Other articles of clothing (SD),3,03.1.3
COICOP2018,03.1.3.2,Clothing accessories (SD),3,03.1.3
COICOP2018,03.1.4,"Cleaning, repair, tailoring and hire of clothing (S)",2,03.1
COICOP2018,03.1.4.1,Cleaning of clothing (S),3,03.1.4
COICOP2018,03.1.4.2,"Repair, tailoring and hire of clothing (S)",3,03.1.4
COICOP2018,03.2,Footwear,1,03
COICOP2018,03.2.1,Shoes and other footwear (SD),2,03.2
COICOP2018,03.2.1.1,Footwear for men (SD),3,03.2.1
COICOP2018,03.2.1.2,Footwear for women (SD),3,03.2.1
COICOP2018,03.2.1.3,Footwear for infants and children (SD),3,03.2.1
COICOP2018,03.2.2,"Cleaning, repair and hire of footwear (S)",2,03.2
COICOP2018,03.2.2.0,"Cleaning, repair and hire of footwear (S)",3,03.2.2
COICOP2018,04,"Housing, water, electricity, gas and other fuels",0,
COICOP2018,04.1,Actual rental payments made for housing,1,04
COICOP2018,04.1.1,Actual rental payments made by tenants for main residence (S),2,04.1
COICOP2018,04.1.1.0,Actual rental payments made by tenants for main residence (S),3,04.1.1
COICOP2018,04.1.2,Other actual rental payments (S),2,04.1
COICOP2018,04.1.2.1,Actual rental payments made by tenants for secondary residences (S),3,04.1.2
COICOP2018,04.1.2.2,Garage rental payments and other rental payments made by tenants (S),3,04.1.2
COICOP2018,04.2,Imputed rental payments for housing,1,04
COICOP2018,04.2.1,Imputed rental payments of owner-occupiers for their main residence (S),2,04.2
COICOP2018,04.2.1.0,Imputed rental payments of owner-occupiers for their main residence (S),3,04.2.1
COICOP2018,04.2.2,Other imputed rentals (S),2,04.2
COICOP2018,04.2.2.0,Other imputed rentals (S),3,04.2.2
COICOP2018,04.3,"Maintenance, repair and security of the dwelling",1,04
COICOP2018,04.3.1,Security equipment and materials for dwelling maintenance and repair,2,04.3
COICOP2018,04.3.1.1,Materials for the maintenance and repair of the dwelling (ND),3,04.3.1
COICOP2018,04.3.1.2,Security equipment (SD),3,04.3.1
COICOP2018,04.3.2,"Services for the maintenance, repair and security of the dwelling (S)",2,04.3
COICOP2018,04.3.2.0,"Services for the maintenance, repair and security of the dwelling (S)",3,04.3.2
COICOP2018,04.4,Water supply and miscellaneous services relating to the dwelling,1,04
COICOP2018,04.4.1,Water supply (ND),2,04.4
COICOP2018,04.4.1.1,Water supply delivered through network systems (ND),3,04.4.1
COICOP2018,04.4.1.2,Water supply delivered through other systems (ND),3,04.4.1
COICOP2018,04.4.2,Refuse collection (S),2,04.4
COICOP2018,04.4.2.0,Refuse collection (S),3,04.4.2
COICOP2018,04.4.3,Sewage collection (S),2,04.4
COICOP2018,04.4.3.1,Sewage collection through sewer systems (S),3,04.4.3
COICOP2018,04.4.3.2,Sewage collection through on-site sanitation systems (S),3,04.4.3
COICOP2018,04.4.4,Other services related to the dwelling (S),2,04.4
COICOP2018,04.4.4.1,Charges for maintenance of multi-occupied buildings (S),3,04.4.4
COICOP2018,04.4.4.9,Other services related to the dwelling n.e.c. (S),3,04.4.4
COICOP2018,04.5,"Electricity, gas and other fuels",1,04
COICOP2018,04.5.1,Electricity (ND),2,04.5
COICOP2018,04.5.1.0,Electricity (ND),3,04.5.1
COICOP2018,04.5.2,Gas (ND),2,04.5
COICOP2018,04.5.2.1,Natural gas through networks (ND),3,04.5.2
COICOP2018,04.5.2.2,Liquefied hydrocarbons (ND),3,04.5.2
COICOP2018,04.5.3,Liquid fuels (ND),2,04.5
COICOP2018,04.5.3.0,Liquid fuels (ND),3,04.5.3
COICOP2018,04.5.4,Solid fuels (ND),2,04.5
COICOP2018,04.5.4.1,"Coal, coal briquettes, peat and peat briquettes (ND)",3,04.5.4
COICOP2018,04.5.4.2,"Wood fuel, including pellets and briquettes (ND)",3,04.5.4
COICOP2018,04.5.4.3,Charcoal (ND),3,04.5.4
COICOP2018,04.5.4.9,Other solid fuels (ND),3,04.5.4
COICOP2018,04.5.5,Other energy for heating and cooling (ND),2,04.5
COICOP2018,04.5.5.0,Other energy for heating and cooling (ND),3,04.5.5
COICOP2018,05,"Furnishings, household equipment and routine household maintenance",0,
COICOP2018,05.1,"Furniture, furnishings, and loose carpets",1,05
COICOP2018,05.1.1,"Furniture, furnishings and loose carpets (D)",2,05.1
COICOP2018,05.1.1.1,Household furniture (D),3,05.1.1
COICOP2018,05.1.1.2,Garden and camping furniture (D),3,05.1.1
COICOP2018,05.1.1.3,Lighting equipment (D),3,05.1.1
COICOP2018,05.1.1.4,"Furnishings, loose carpets and rugs (D)",3,05.1.1
COICOP2018,05.1.2,"Repair, installation and hire of furniture, furnishings and loose carpets (S)",2,05.1
COICOP2018,05.1.2.0,"Repair, installation and hire of furniture, furnishings and loose carpets (S)",3,05.1.2
COICOP2018,05.2,Household textiles,1,05
COICOP2018,05.2.1,Household textiles (SD),2,05.2
COICOP2018,05.2.1.1,Furnishing fabrics and curtains (SD),3,05.2.1
COICOP2018,05.2.1.2,Bed linen and bedding (SD),3,05.2.1
COICOP2018,05.2.1.3,Table linen and bathroom linen (SD),3,05.2.1
COICOP2018,05.2.1.9,Other household textiles (SD),3,05.2.1
COICOP2018,05.2.2,"Repair, hire and sewing services of household textiles (S)",2,05.2
COICOP2018,05.2.2.0,"Repair, hire and sewing services of household textiles (S)",3,05.2.2
COICOP2018,05.3,Household appliances,1,05
COICOP2018,05.3.1,Major electric and other household appliances (D),2,05.3
COICOP2018,05.3.1.1,Major kitchen appliances (D),3,05.3.1
COICOP2018,05.3.1.2,Major laundry appliances (D),3,05.3.1
COICOP2018,05.3.1.3,Heaters and air conditioners (D),3,05.3.1
COICOP2018,05.3.1.4,Cleaning equipment (D),3,05.3.1
COICOP2018,05.3.1.9,Other major household appliances (D),3,05.3.1
COICOP2018,05.3.2,Small household appliances (SD),2,05.3
COICOP2018,05.3.2.1,Small appliances for the cooking and processing of food (SD),3,05.3.2
COICOP2018,05.3.2.2,Small appliances for the preparation of beverages (SD),3,05.3.2
COICOP2018,05.3.2.9,Other small household appliances (SD),3,05.3.2
COICOP2018,05.3.3,"Repair, installation and hire of household appliances (S)",2,05.3
COICOP2018,05.3.3.0,"Repair, installation and hire of household appliances (S)",3,05.3.3
COICOP2018,05.4,"Glassware, tableware and household utensils",1,05
COICOP2018,05.4.0,"Glassware, tableware and household utensils (SD)",2,05.4
COICOP2018,05.4.0.1,"Glassware, crystal ware, ceramic ware and china ware (SD)",3,05.4.0
COICOP2018,05.4.0.2,"Cutlery, flatware and silverware (SD)",3,05.4.0
COICOP2018,05.4.0.3,Kitchen utensils and articles (SD),3,05.4.0
COICOP2018,05.4.0.4,"Repair and hire of glassware, tableware and household utensils (S)",3,05.4.0
COICOP2018,05.5,Tools and equipment for house and garden,1,05
COICOP2018,05.5.1,Motorized tools and equipment (D),2,05.5
COICOP2018,05.5.1.0,Motorized tools and equipment (D),3,05.5.1
COICOP2018,05.5.2,Non-motorized tools and miscellaneous accessories (SD),2,05.5
COICOP2018,05.5.2.1,Non-motorized tools (SD),3,05.5.2
COICOP2018,05.5.2.2,Miscellaneous accessories (SD),3,05.5.2
COICOP2018,05.5.3,Repair and hire of motorized and non-motorized tools and equipment (S),2,05.5
COICOP2018,05.5.3.0,Repair and hire of motorized and non-motorized tools and equipment (S),3,05.5.3
COICOP2018,05.6,Goods and services for routine household maintenance,1,05
COICOP2018,05.6.1,Non-durable household goods (ND),2,05.6
COICOP2018,05.6.1.1,Household cleaning and maintenance products (ND),3,05.6.1
COICOP2018,05.6.1.9,Other non-durable household goods (ND),3,05.6.1
COICOP2018,05.6.2,Domestic services and household services (S),2,05.6
COICOP2018,05.6.2.1,Domestic services provided by paid staff (S),3,05.6.2
COICOP2018,05.6.2.9,Other household services (S),3,05.6.2
COICOP2018,06,Health,0,
COICOP2018,06.1,Medicines and health products,1,06
COICOP2018,06.1.1,Medicines (ND),2,06.1
COICOP2018,06.1.1.1,"Medicines, vaccines and other pharmaceutical preparations (ND)",3,06.1.1
COICOP2018,06.1.1.2,Herbal medicines and homeopathic products (ND),3,06.1.1
COICOP2018,06.1.2,Medical products (ND),2,06.1
COICOP2018,06.1.2.1,Medical diagnostic products (ND),3,06.1.2
COICOP2018,06.1.2.2,Preventive and protective devices (ND),3,06.1.2
COICOP2018,06.1.2.3,Treatment devices for personal use (ND),3,06.1.2
COICOP2018,06.1.3,Assistive products (D),2,06.1
COICOP2018,06.1.3.1,Assistive products for vision (D),3,06.1.3
COICOP2018,06.1.3.2,Assistive products for hearing and communication (D),3,06.1.3
COICOP2018,06.1.3.3,Assistive products for mobility and daily living (D),3,06.1.3
COICOP2018,06.1.4,"Repair, rental and maintenance of medical and assistive products (S)",2,06.1
COICOP2018,06.1.4.0,"Repair, rental and maintenance of medical and assistive products (S)",3,06.1.4
COICOP2018,06.2,Outpatient care services,1,06
COICOP2018,06.2.1,Preventive care services (S),2,06.2
COICOP2018,06.2.1.1,Immunization services (S),3,06.2.1
COICOP2018,06.2.1.9,Other preventive care services (S),3,06.2.1
COICOP2018,06.2.2,Outpatient dental services (S),2,06.2
COICOP2018,06.2.2.1,Dental preventive services (S),3,06.2.2
COICOP2018,06.2.2.9,Other outpatient dental services (S),3,06.2.2
COICOP2018,06.2.3,Other outpatient care services (S),2,06.2
COICOP2018,06.2.3.1,Outpatient curative and rehabilitative services (S),3,06.2.3
COICOP2018,06.2.3.2,Outpatient long-term care services (S),3,06.2.3
COICOP2018,06.3,Inpatient care services,1,06
COICOP2018,06.3.1,Inpatient curative and rehabilitative services (S),2,06.3
COICOP2018,06.3.1.0,Inpatient curative and rehabilitative services (S),3,06.3.1
COICOP2018,06.3.2,Inpatient long-term care services (S),2,06.3
COICOP2018,06.3.2.0,Inpatient long-term care services (S),3,06.3.2
COICOP2018,06.4,Other health services,1,06
COICOP2018,06.4.1,Diagnostic imaging services and medical laboratory services (S),2,06.4
COICOP2018,06.4.1.0,Diagnostic imaging services and medical laboratory services (S),3,06.4.1
COICOP2018,06.4.2,Patient emergency transportation and emergency rescue services (S),2,06.4
COICOP2018,06.4.2.0,Patient emergency transportation and emergency rescue services (S),3,06.4.2
COICOP2018,07,Transport,0,
COICOP2018,07.1,Purchase of vehicles,1,07
COICOP2018,07.1.1,Motor cars (D),2,07.1
COICOP2018,07.1.1.1,New motor cars (D),3,07.1.1
COICOP2018,07.1.1.2,Second-hand motor cars (D),3,07.1.1
COICOP2018,07.1.2,Motorcycles (D),2,07.1
COICOP2018,07.1.2.0,Motorcycles (D),3,07.1.2
COICOP2018,07.1.3,Bicycles (D),2,07.1
COICOP2018,07.1.3.0,Bicycles (D),3,07.1.3
COICOP2018,07.1.4,Animal-drawn vehicles (D),2,07.1
COICOP2018,07.1.4.0,Animal-drawn vehicles (D),3,07.1.4
COICOP2018,07.2,Operation of personal transport equipment,1,07
COICOP2018,07.2.1,Parts and accessories for personal transport equipment (SD),2,07.2
COICOP2018,07.2.1.1,Tyres (SD),3,07.2.1
COICOP2018,07.2.1.2,Parts for personal transport equipment (SD),3,07.2.1
COICOP2018,07.2.1.3,Accessories for personal transport equipment (SD),3,07.2.1
COICOP2018,07.2.2,Fuels and lubricants for personal transport equipment (ND),2,07.2
COICOP2018,07.2.2.1,Diesel (ND),3,07.2.2
COICOP2018,07.2.2.2,Petrol (ND),3,07.2.2
COICOP2018,07.2.2.3,Other fuels for personal transport equipment (ND),3,07.2.2
COICOP2018,07.2.2.4,Lubricants (ND),3,07.2.2
COICOP2018,07.2.3,Maintenance and repair of personal transport equipment (S),2,07.2
COICOP2018,07.2.3.0,Maintenance and repair of personal transport equipment (S),3,07.2.3
COICOP2018,07.2.4,Other services related to personal transport equipment (S),2,07.2
COICOP2018,07.2.4.1,Parking services (S),3,07.2.4
COICOP2018,07.2.4.2,Toll facilities (S),3,07.2.4
COICOP2018,07.2.4.3,"Driving lessons, tests, licences and roadworthiness tests (S)",3,07.2.4
COICOP2018,07.2.4.4,Hire of personal transport equipment without driver (S),3,07.2.4
COICOP2018,07.3,Passenger transport services,1,07
COICOP2018,07.3.1,Passenger transport by railway (S),2,07.3
COICOP2018,07.3.1.1,Passenger transport by train (S),3,07.3.1
COICOP2018,07.3.1.2,Passenger transport by rapid transit and tram (S),3,07.3.1
COICOP2018,07.3.2,Passenger transport by road (S),2,07.3
COICOP2018,07.3.2.1,Passenger transport by bus and coach (S),3,07.3.2
COICOP2018,07.3.2.2,Passenger transport by taxi and hired vehicle with driver (S),3,07.3.2
COICOP2018,07.3.2.3,Passenger transport for students to and from school (S),3,07.3.2
COICOP2018,07.3.2.9,Other passenger transport by road (S),3,07.3.2
COICOP2018,07.3.3,Passenger transport by air (S),2,07.3
COICOP2018,07.3.3.1,"Passenger transport by air, domestic (S)",3,07.3.3
COICOP2018,07.3.3.2,"Passenger transport by air, international (S)",3,07.3.3
COICOP2018,07.3.4,Passenger transport by sea and inland waterway (S),2,07.3
COICOP2018,07.3.4.0,Passenger transport by sea and inland waterway (S),3,07.3.4
COICOP2018,07.3.5,Combined passenger transport (S),2,07.3
COICOP2018,07.3.5.0,Combined passenger transport (S),3,07.3.5
COICOP2018,07.3.6,Other passenger transport services (S),2,07.3
COICOP2018,07.3.6.0,Other passenger transport services (S),3,07.3.6
COICOP2018,07.4,Transport services for goods,1,07
COICOP2018,07.4.1,Postal and courier services (S),2,07.4
COICOP2018,07.4.1.1,Letter handling services (S),3,07.4.1
COICOP2018,07.4.1.2,Courier and parcel delivery services (S),3,07.4.1
COICOP2018,07.4.9,Other transport of goods (S),2,07.4
COICOP2018,07.4.9.1,Removal and storage services (S),3,07.4.9
COICOP2018,07.4.9.2,Delivery of goods (S),3,07.4.9
COICOP2018,08,Information and communication,0,
COICOP2018,08.1,Information and communication equipment,1,08
COICOP2018,08.1.1,Fixed telephone equipment (D),2,08.1
COICOP2018,08.1.1.0,Fixed telephone equipment (D),3,08.1.1
COICOP2018,08.1.2,Mobile telephone equipment (D),2,08.1
COICOP2018,08.1.2.0,Mobile telephone equipment (D),3,08.1.2
COICOP2018,08.1.3,Information processing equipment (D),2,08.1
COICOP2018,08.1.3.1,"Computers, laptops and tablets (D)",3,08.1.3
COICOP2018,08.1.3.2,Peripheral equipment and its consumable components (D),3,08.1.3
COICOP2018,08.1.4,"Equipment for the reception, recording and reproduction of sound and vision (D)",2,08.1
COICOP2018,08.1.4.0,"Equipment for the reception, recording and reproduction of sound and vision (D)",3,08.1.4
COICOP2018,08.1.5,Unrecorded recording media (SD),2,08.1
COICOP2018,08.1.5.0,Unrecorded recording media (SD),3,08.1.5
COICOP2018,08.1.9,Other information and communication equipment and accessories (D),2,08.1
COICOP2018,08.1.9.1,Other information and communication equipment (D),3,08.1.9
COICOP2018,08.1.9.2,Other information and communication accessories (SD),3,08.1.9
COICOP2018,08.2,"Software, excluding games",1,08
COICOP2018,08.2.0,"Software, excluding games (S)",2,08.2
COICOP2018,08.2.0.0,"Software, excluding games (S)",3,08.2.0
COICOP2018,08.3,Information and communication services,1,08
COICOP2018,08.3.1,Fixed communication services (S),2,08.3
COICOP2018,08.3.1.0,Fixed communication services (S),3,08.3.1
COICOP2018,08.3.2,Mobile communication services (S),2,08.3
